Time,UNIX_time_ms,RSSI,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temperature,nodeId
2017-08-14 12:53:33.589,1502708013589,54,62,17,142,-1054,-54,73,2316,11
2017-08-14 12:53:33.607,1502708013607,44,58,35,159,-1088,-86,105,2437,10
2017-08-14 12:53:33.626,1502708013626,58,63,43,101,-1035,-18,77,2443,12
2017-08-14 12:53:33.711,1502708013711,52,49,29,136,-1053,-57,55,2385,14
2017-08-14 12:53:33.733,1502708013733,60,47,44,226,-1099,-38,124,2442,15
2017-08-14 12:53:33.752,1502708013752,63,53,48,150,-1106,-54,132,2402,17
2017-08-14 12:53:33.771,1502708013771,51,67,42,86,-1040,66,69,2472,19
2017-08-14 12:53:33.835,1502708013835,51,57,41,115,-1071,5,121,2369,20
2017-08-14 12:53:33.856,1502708013856,63,47,40,170,-1061,-47,102,2423,21
2017-08-14 12:53:33.873,1502708013873,53,65,41,87,-1051,-30,117,2465,22
2017-08-14 12:53:34.553,1502708014553,53,63,45,141,-1090,-54,150,2328,3
2017-08-14 12:53:34.572,1502708014572,74,57,42,112,-1074,4,114,2424,4
2017-08-14 12:53:34.590,1502708014590,66,50,40,92,-1094,-43,98,2395,6
2017-08-14 12:53:34.608,1502708014608,55,60,40,148,-1058,-50,124,2342,5
2017-08-14 12:53:34.635,1502708014635,54,67,36,83,-1019,32,174,2388,7
2017-08-14 12:53:34.653,1502708014653,53,62,18,142,-1054,-51,76,2323,11
2017-08-14 12:53:34.671,1502708014671,58,63,43,101,-1035,-23,78,2456,12
2017-08-14 12:53:34.690,1502708014690,43,54,46,167,-1030,37,93,2443,9
2017-08-14 12:53:34.707,1502708014707,44,58,35,159,-1085,-82,106,2463,10
2017-08-14 12:53:34.771,1502708014771,52,49,29,136,-1053,-54,62,2366,14
2017-08-14 12:53:34.795,1502708014795,61,46,44,226,-1095,-39,124,2442,15
2017-08-14 12:53:34.812,1502708014812,63,49,49,150,-1104,-52,132,2402,17
2017-08-14 12:53:34.898,1502708014898,51,57,41,115,-1071,5,124,2362,20
2017-08-14 12:53:34.914,1502708014914,62,47,40,170,-1056,-52,95,2417,21
2017-08-14 12:53:34.935,1502708014935,53,65,40,87,-1051,-27,111,2465,22
2017-08-14 12:53:35.614,1502708015614,54,62,45,141,-1090,-52,146,2341,3
2017-08-14 12:53:35.635,1502708015635,74,57,42,111,-1077,1,105,2411,4
2017-08-14 12:53:35.651,1502708015651,65,50,40,92,-1093,-49,93,2356,6
2017-08-14 12:53:35.671,1502708015671,55,60,39,148,-1054,-51,117,2342,5
2017-08-14 12:53:35.693,1502708015693,55,67,36,83,-1015,33,174,2330,7
2017-08-14 12:53:35.712,1502708015712,57,63,43,101,-1037,-18,78,2456,12
2017-08-14 12:53:35.729,1502708015729,53,62,16,142,-1047,-58,78,2342,11
2017-08-14 12:53:35.746,1502708015746,44,58,35,159,-1089,-83,110,2437,10
2017-08-14 12:53:35.768,1502708015768,43,54,46,168,-1030,36,98,2443,9
2017-08-14 12:53:35.835,1502708015835,52,49,28,136,-1051,-58,61,2359,14
2017-08-14 12:53:35.853,1502708015853,61,47,44,226,-1094,-39,126,2442,15
2017-08-14 12:53:35.869,1502708015869,59,47,43,168,-1058,-41,119,2405,18
2017-08-14 12:53:35.886,1502708015886,50,66,41,86,-1042,65,79,2472,19
2017-08-14 12:53:35.905,1502708015905,63,53,48,150,-1106,-58,133,2409,17
2017-08-14 12:53:35.957,1502708015957,52,58,42,115,-1075,6,125,2369,20
2017-08-14 12:53:35.977,1502708015977,62,47,40,170,-1058,-51,101,2417,21
2017-08-14 12:53:35.995,1502708015995,53,65,40,87,-1048,-34,113,2491,22
2017-08-14 12:53:36.676,1502708016676,54,63,45,141,-1087,-52,149,2341,3
2017-08-14 12:53:36.695,1502708016695,74,59,43,111,-1079,1,110,2405,4
2017-08-14 12:53:36.713,1502708016713,65,51,42,92,-1095,-54,102,2382,6
2017-08-14 12:53:36.732,1502708016732,54,59,39,148,-1054,-54,122,2342,5
